order_date,product_id,product_name,product_category,customer_name,customer_phone_number,no_of_products_buy,product_purchase_price,product_sale_price,profit_margin,loss_margin,year,region,country,state,city
1/1/2023,752,Truffle - Whole Black Peeled,Electronics,Cirillo Dunsmore,807-671-2191,44,591.61,457.41,-22.6838626798059532462263991,22.6838626798059532462263991,2017,Africa,Bulgaria,,Ruse
5/24/2019,753,Mustard Prepared,Electronics,Kissiah Kitlee,656-856-5076,9,979.69,399.32,-59.240167808184221539466566,59.240167808184221539466566,2018,Asia,Syria,,Wādī al ‘Uyūn
7/9/2023,754,"Beans - Black Bean, Dry",Electronics,Gareth Morilla,463-669-4211,82,452.9,671.3,48.2225656877897990726429675,-48.2225656877897990726429675,2023,Asia,Poland,,Sułoszowa
8/26/2019,755,Beef - Eye Of Round,Clothing,Gus Rizzelli,525-374-9779,1,296.38,522.76,76.3816721776098252243741143,-76.3816721776098252243741143,2015,Asia,Brazil,,Maracaju
7/20/2018,756,Parsnip,Furniture,Rey Crapper,208-410-4003,62,832.85,101.9,-87.76490364411358587981029,87.76490364411358587981029,2015,Africa,Portugal,13,Gandra
6/26/2020,757,Sambuca - Opal Nera,Clothing,Jennette Guilliatt,375-281-7866,30,319.2,407.48,27.6566416040100250626566416,-27.6566416040100250626566416,2018,Asia,Macedonia,,Vinica
3/3/2019,758,Tuna - Sushi Grade,Clothing,Alyda Jaffray,173-882-2690,33,301.03,631.78,109.8727701557984254061057038,-109.8727701557984254061057038,2021,Asia,Indonesia,,Penanggapan
10/15/2018,759,Cheese - Cambozola,Clothing,Corinna Guerner,209-933-9152,68,898.52,545.52,-39.2868272269955037172238793,39.2868272269955037172238793,2014,Africa,United States,CA,Stockton
4/1/2023,760,"Appetizer - Mini Egg Roll, Shrimp",cosmetics,Randy Mosey,263-543-8490,38,256.37,820.38,219.998439755041541522018957,-219.998439755041541522018957,2022,North America,Cyprus,,Klirou
8/6/2017,761,"Doilies - 8, Paper",cosmetics,Delinda Demare,913-755-1260,42,917.17,889.7,-2.9950827000447027268663388,2.9950827000447027268663388,2023,Asia,Canada,QC,Lac-Brome
2/20/2019,762,Wine - German Riesling,Clothing,Cirilo Jerromes,207-837-7253,27,369.36,375.39,1.6325536062378167641325536,-1.6325536062378167641325536,2019,Asia,Peru,,Mosoc Llacta
1/28/2020,763,Bread - 10 Grain Parisian,Furniture,Rheta Roswarne,397-548-5760,67,534.86,321.56,-39.879594660284934375350559,39.879594660284934375350559,2021,Africa,Ukraine,,Irshava
6/1/2018,764,Juice - Orangina,Electronics,Kaine Gawthorpe,512-433-5122,59,56.43,4.48,-92.0609604820131135920609605,92.0609604820131135920609605,2018,North America,China,,Xixia
9/11/2017,765,Arizona - Plum Green Tea,Furniture,Claudelle Pollok,965-935-6263,62,512.58,258.84,-49.5025166803230715205431347,49.5025166803230715205431347,2018,Africa,Russia,,Vesëlyy
8/14/2019,766,Flour - All Purpose,Clothing,Whitman Gratrex,614-744-9892,78,503.74,385.6,-23.452574740937785365466312,23.452574740937785365466312,2019,North America,Ukraine,,Bilyayivka
6/17/2021,767,Beans - Fava Fresh,Clothing,Elenore Curnock,808-384-9033,66,882.27,256.78,-70.8955308465662438935926644,70.8955308465662438935926644,2015,Asia,Argentina,,Las Varas
2/21/2024,768,Cheese - Mozzarella,Furniture,Camila Stileman,580-628-1086,15,869.22,722.69,-16.8576424840661742711856607,16.8576424840661742711856607,2018,Europe,Russia,,Rybnoye
8/30/2023,769,"Lamb - Shoulder, Boneless",Grocery,Aloysia Brinsford,987-152-9477,14,760.95,546.07,-28.238386227741638741047375,28.238386227741638741047375,2016,Europe,China,,Dayang
12/21/2016,770,Flour - Cake,Grocery,Ruperta Camis,992-538-8441,16,683.05,862.94,26.3362857770295000366005417,-26.3362857770295000366005417,2015,Africa,Sweden,I,Visby
11/9/2018,771,Ham - Proscuitto,Furniture,Mozelle Blease,651-133-3890,29,589.33,333.98,-43.3288649822679992533894422,43.3288649822679992533894422,2021,North America,Japan,,Hondo
4/21/2016,772,Cheese - Brick With Onion,Electronics,Lek Moniker,864-225-8611,1,700.22,212.08,-69.7123761103653137585330325,69.7123761103653137585330325,2021,Africa,Cyprus,,Mammari
12/2/2016,773,"Liqueur Banana, Ramazzotti",Grocery,Fidelio Assender,547-120-6921,52,56.28,518.96,822.1037668798862828713574982,-822.1037668798862828713574982,2019,Africa,Brazil,,Porto Seguro
3/1/2019,774,Ice Cream Bar - Hagen Daz,cosmetics,Boy Hissett,490-307-6583,7,543.19,507.25,-6.6164693753566891879452862,6.6164693753566891879452862,2022,Africa,Indonesia,,Kotabumi
3/19/2020,775,"Beef - Tongue, Fresh",Grocery,Brooke Mold,209-883-4380,3,160.73,690.54,329.6273253281901325203757855,-329.6273253281901325203757855,2018,Europe,Russia,,Dvinskoy
7/12/2018,776,Cookies Cereal Nut,Grocery,Terrell Guidetti,328-213-7247,64,656.93,924.77,40.7714672796188330567944834,-40.7714672796188330567944834,2020,Africa,Portugal,15,Fonte do Feto
5/31/2022,777,Scallops - Live In Shell,Furniture,Hallsy Lamey,485-802-4060,53,222.93,54.39,-75.6022069707980083434261876,75.6022069707980083434261876,2022,North America,Thailand,,Wiang Chiang Rung
8/24/2020,778,Fruit Mix - Light,Furniture,Isa Swadlinge,722-459-8334,79,485.24,125.47,-74.1426922759871403841398071,74.1426922759871403841398071,2017,Africa,China,,Bazha
3/15/2015,779,Plasticknivesblack,Grocery,Louise De Simone,827-933-4158,29,32.93,14.29,-56.6049195262678408745824476,56.6049195262678408745824476,2023,Asia,Indonesia,,Karangnongko
7/8/2022,780,Wine - Chateauneuf Du Pape,Furniture,Mavis Dodds,700-213-4928,4,358.38,321.49,-10.2935431664713432669233774,10.2935431664713432669233774,2015,North America,Portugal,16,Paço
5/19/2022,781,"Lamb - Shoulder, Boneless",Electronics,Datha Woodlands,850-490-1107,92,365.68,297.03,-18.7732443666593743163421571,18.7732443666593743163421571,2019,Africa,United States,FL,Pensacola
11/22/2020,782,Seaweed Green Sheets,cosmetics,Brier Dudleston,198-625-6188,54,768.58,155.47,-79.7717869317442556402716698,79.7717869317442556402716698,2016,Asia,Honduras,,San Marcos
9/4/2021,783,Eggwhite Frozen,Grocery,Hedwig Mace,158-607-9099,25,741.84,736.2,-0.7602717567130378518278874,0.7602717567130378518278874,2017,Asia,China,,Miaoxi
5/29/2015,784,"Cheese - Mozzarella, Shredded",Clothing,Calli Hasard,722-577-9617,60,644.42,100.86,-84.3487166754601036591043109,84.3487166754601036591043109,2015,North America,Russia,,Volokolamsk
10/26/2022,785,Radish,cosmetics,Maressa McLelland,317-379-5345,30,382.74,569.58,48.8164289073522495688979464,-48.8164289073522495688979464,2014,North America,United States,IN,Indianapolis
3/12/2022,786,Wine - Ruffino Chianti,Clothing,Benedict Cheney,645-666-0578,78,512.07,634.57,23.9225105942546917413634855,-23.9225105942546917413634855,2020,North America,Czech Republic,,Lukavice
4/30/2018,787,Island Oasis - Raspberry,Clothing,Jarrett Rudgard,940-996-8190,92,843.96,423.08,-49.8696620692923835252855586,49.8696620692923835252855586,2014,Africa,China,,Jizhou
10/30/2017,788,"Cheese - Cheddar, Medium",Furniture,Karisa Fernely,495-598-0166,15,182.77,368.14,101.4225529353832685889369152,-101.4225529353832685889369152,2014,Europe,Sweden,G,Älmhult
12/26/2018,789,"Yogurt - Cherry, 175 Gr",Clothing,Xylia Mustarde,828-200-1698,77,942.7,967.98,2.6816590643895194653654397,-2.6816590643895194653654397,2021,Asia,Colombia,,Salgar
6/12/2021,790,Cheese - Parmesan Grated,Clothing,Tatum Sergison,809-649-5768,84,727.89,891.09,22.4209702015414417013559741,-22.4209702015414417013559741,2022,Asia,Indonesia,,Silodakon
5/24/2019,791,"Oil - Shortening,liqud, Fry",Grocery,Bernice Budgeon,168-781-7904,22,459.8,414.9,-9.7651152675076120052196607,9.7651152675076120052196607,2023,North America,Tanzania,,Old Shinyanga
10/20/2016,792,Pate - Cognac,Grocery,Kiersten Denford,823-519-0199,85,256.79,963.27,275.1197476537248335215545777,-275.1197476537248335215545777,2014,Europe,China,,Lijiaxiang
5/19/2023,793,Flour - Chickpea,Furniture,Haleigh Casotti,735-783-2290,81,175.39,254.92,45.3446604709504532755573294,-45.3446604709504532755573294,2016,North America,Russia,,Tekstil’shchiki
12/21/2021,794,Strawberries - California,Furniture,Charlena Lias,515-273-8791,50,412.28,836.08,102.7942175220723779955370137,-102.7942175220723779955370137,2021,Asia,China,,Motuo
4/22/2017,795,Wild Boar - Tenderloin,Grocery,Avram Troup,892-793-9217,8,473.21,295.29,-37.5985291942266646943217599,37.5985291942266646943217599,2017,Africa,Indonesia,,Ketawang
11/28/2023,796,Ecolab - Ster Bac,Clothing,Mathian Kelby,948-861-3206,70,384.28,278.12,-27.6256896013323618195066098,27.6256896013323618195066098,2018,Africa,Dominican Republic,,Cambita Garabitos
1/12/2017,797,"Vinegar - Balsamic, White",Electronics,Hannie Harman,135-945-8262,83,142.36,385.64,170.8906996347288564203427929,-170.8906996347288564203427929,2019,Africa,Ireland,,Swinford
10/19/2015,798,"Beef - Ground, Extra Lean, Fresh",cosmetics,Estrella Muzzall,118-990-9442,39,396.64,423.83,6.8550826946349334409035902,-6.8550826946349334409035902,2022,Africa,Brazil,,Lagoa Vermelha
5/9/2016,799,"Wine - Red, Harrow Estates, Cab",Furniture,Vilma Kinnon,168-575-0334,91,503.21,166.01,-67.0097971026012996562071501,67.0097971026012996562071501,2017,Africa,Greece,,Koímisi
4/4/2022,800,Coffee Decaf Colombian,Furniture,Carlynne Saffell,659-111-5241,74,783.23,330.93,-57.7480433589111755167702974,57.7480433589111755167702974,2017,North America,Indonesia,,Mulyo
7/11/2019,801,Radish - Pickled,Grocery,Lila Severs,162-436-4358,30,10.87,735.63,6667.5252989880404783808647654,-6667.5252989880404783808647654,2023,Africa,Croatia,,Metković
2/5/2021,802,"Gin - Gilbeys London, Dry",Furniture,Koren Pendrigh,962-434-1187,13,803.15,237.49,-70.4301811616759011392641474,70.4301811616759011392641474,2014,Asia,Nigeria,,Gwadabawa
11/14/2016,803,Wine - Semi Dry Riesling Vineland,Furniture,Urban Bogies,471-394-5534,47,795.46,161.84,-79.6545395117290624292861992,79.6545395117290624292861992,2019,Asia,Saint Kitts and Nevis,,Cotton Ground
6/1/2018,804,Cookies Cereal Nut,Electronics,Tam Labone,137-701-2932,59,359.82,605.05,68.1535212050469679284086488,-68.1535212050469679284086488,2019,North America,Philippines,,Digdig
3/25/2019,805,"Wine - White, Cooking",Grocery,Dana Serfati,968-712-0197,40,58.58,293.83,401.5875725503584841242744964,-401.5875725503584841242744964,2023,Asia,China,,Xujiafang
11/9/2019,806,Beef - Ox Tongue,Furniture,Broderick Ludovici,632-646-5439,16,633.52,183.44,-71.0443237782548301553226417,71.0443237782548301553226417,2016,North America,Sweden,O,Uddevalla
9/4/2022,807,Soup - Campbells Chili,Grocery,Hewet Huntriss,807-466-7460,91,995.34,240.03,-75.8846223401048887817228284,75.8846223401048887817228284,2019,Africa,Poland,,Ożarowice
9/4/2018,808,Cookies - Assorted,Grocery,Rozanna Birt,894-442-4258,77,969.92,408.0,-57.934675024744308808973936,57.934675024744308808973936,2023,Europe,China,,Shaowu
2/19/2022,809,"Wine - Magnotta, White",cosmetics,Aliza Habbal,576-720-5495,31,934.55,156.74,-83.2282916911882724305815633,83.2282916911882724305815633,2021,Africa,China,,Jinping
11/14/2015,810,Beef - Tender Tips,Grocery,Grady Farmery,805-796-7201,60,694.64,370.92,-46.6025567200276402165150294,46.6025567200276402165150294,2014,Europe,Brazil,,Paulínia
5/4/2024,811,Cheese - Ricotta,cosmetics,Jerry Horlick,144-793-4309,75,608.74,622.54,2.2669776916253244406478957,-2.2669776916253244406478957,2018,North America,French Polynesia,,Fare
3/13/2019,812,Bagel - Everything Presliced,Clothing,Heindrick French,899-188-7041,55,341.45,973.91,185.2277053741396983452921365,-185.2277053741396983452921365,2023,Europe,China,,Changmaoling
2/19/2023,813,"Chocolate - Milk, Callets",Furniture,Judye MacLice,184-441-6444,76,849.47,19.19,-97.7409443535380884551543904,97.7409443535380884551543904,2023,Asia,Russia,,Zemlyansk
8/10/2024,814,Wine - Crozes Hermitage E.,Furniture,Mario Munns,272-766-2688,45,75.96,476.75,527.6329647182727751448130595,-527.6329647182727751448130595,2017,Africa,Indonesia,,Sudo
9/2/2017,815,Petit Baguette,cosmetics,Sibylla Coye,732-750-7103,52,108.78,279.75,157.1704357418643132928847215,-157.1704357418643132928847215,2017,Africa,Indonesia,,Gayamsari
3/9/2021,816,"Split Peas - Yellow, Dry",Grocery,Jobie Mum,866-282-6983,35,459.51,28.76,-93.7411590607386128702313334,93.7411590607386128702313334,2016,Africa,Armenia,,Ptghunk’
2/14/2021,817,"Yeast - Fresh, Fleischman",Electronics,Carolin Drinkel,648-588-7746,38,952.7,854.79,-10.277107169098352052062559,10.277107169098352052062559,2022,North America,Kyrgyzstan,,Cholpon-Ata
2/8/2017,818,Tomatoes - Hot House,Furniture,Woody Feenan,104-653-8577,99,938.58,443.9,-52.705150333482494832619489,52.705150333482494832619489,2018,Europe,Russia,,Kuybyshevo
8/24/2017,819,"Coconut - Shredded, Unsweet",Clothing,Stormie Kissell,953-821-5900,71,755.01,478.58,-36.6127600958927696321903021,36.6127600958927696321903021,2017,North America,Peru,,Yanaoca
10/13/2019,820,Wine - Fino Tio Pepe Gonzalez,cosmetics,Cornela Vanyashin,283-381-2421,12,767.39,31.69,-95.870417910058770638137062,95.870417910058770638137062,2023,Europe,New Zealand,,Hamilton
11/19/2016,821,Juice - V8 Splash,Clothing,Romy Luker,260-685-9370,66,910.99,836.45,-8.1823071603420454670193965,8.1823071603420454670193965,2016,Europe,Russia,,Pregradnoye
6/1/2018,822,Steam Pan Full Lid,Furniture,Bartholomew Grumell,354-677-5339,18,322.77,364.91,13.055736282801995228800694,-13.055736282801995228800694,2023,Asia,Portugal,13,Longra
12/27/2016,823,"Gin - Gilbeys London, Dry",Clothing,Bette-ann Arnson,166-738-4440,84,87.49,951.44,987.484283918162075665790376,-987.484283918162075665790376,2022,Africa,China,,Wangjiachang
11/28/2017,824,Tea - Decaf 1 Cup,Grocery,Reed Lowde,342-229-5138,98,618.69,987.95,59.6841713943978405986843169,-59.6841713943978405986843169,2020,Europe,Portugal,11,Nadrupe
7/29/2015,825,Salt And Pepper Mix - Black,Grocery,Cari Fosberry,141-100-7743,26,628.54,772.96,22.9770579438062812231520667,-22.9770579438062812231520667,2020,Europe,France,A8,Moissy-Cramayel
8/3/2019,826,Coffee - 10oz Cup 92961,Furniture,Isabel O'Lunney,390-118-3134,71,791.04,650.72,-17.7386731391585760517799353,17.7386731391585760517799353,2022,North America,Sweden,U,Norberg
2/12/2017,827,Muffin - Blueberry Individual,Furniture,Frederica Salmoni,295-929-8373,75,605.8,342.28,-43.499504787058435127104655,43.499504787058435127104655,2023,Asia,Bosnia and Herzegovina,,Vozuća
2/14/2016,828,"Oranges - Navel, 72",cosmetics,Codi Drains,322-934-0346,90,953.69,769.75,-19.2871897576780714907359834,19.2871897576780714907359834,2014,Africa,China,,Erlangkou
9/20/2019,829,Rabbit - Saddles,Furniture,Ronalda Renahan,414-343-5668,11,687.14,418.66,-39.0720959338708269057251797,39.0720959338708269057251797,2019,North America,Philippines,,Libon
2/6/2020,830,Mace,Grocery,Avis Fearnall,295-519-3765,33,232.74,164.72,-29.2257454670447709890865343,29.2257454670447709890865343,2023,Europe,Brazil,,São Mateus do Sul
6/24/2022,831,"Wine - White, Antinore Orvieto",cosmetics,Lennard Klimaszewski,834-266-0546,66,118.27,875.5,640.255347932696372706518982,-640.255347932696372706518982,2015,Asia,Peru,,Llacanora
3/9/2019,832,Vinegar - Sherry,Electronics,Ted Bartrop,187-843-0021,43,540.11,414.36,-23.28229434744774212660384,23.28229434744774212660384,2019,Europe,Pakistan,,Jāndiāla Sher Khān
8/6/2018,833,Potatoes - Mini White 3 Oz,Furniture,Sinclare MacNockater,162-747-8977,55,158.22,398.5,151.8644924788269498167109089,-151.8644924788269498167109089,2022,Europe,China,,Huayuan
8/22/2023,834,Garlic Powder,Clothing,Armand Verity,240-530-0726,83,955.78,8.01,-99.1619410324551675071669213,99.1619410324551675071669213,2016,Africa,China,,Gongchenqiao
5/1/2016,835,Sage Ground Wiberg,Furniture,Wendi Doyland,762-948-2677,48,730.58,671.74,-8.0538750034219387336089135,8.0538750034219387336089135,2017,Africa,China,,Liyang
4/13/2015,836,"Red Snapper - Fresh, Whole",Grocery,Fraze Casse,338-715-9400,50,747.4,450.51,-39.7230398715547230398715547,39.7230398715547230398715547,2015,Africa,Russia,,Starominskaya
11/25/2016,837,"Soup - Campbells, Classic Chix",Furniture,Darcey Obert,851-577-8064,76,136.6,313.17,129.2606149341142020497803807,-129.2606149341142020497803807,2017,Europe,Poland,,Żywiec
8/1/2019,838,Soup - French Can Pea,Electronics,Dianna Trytsman,291-329-1068,74,126.73,836.62,560.1593939872169178568610432,-560.1593939872169178568610432,2017,Europe,China,,Qiaojia
5/2/2019,839,Beans - Soya Bean,Furniture,Charlie Nissle,215-528-3618,100,241.22,861.93,257.32111765193599204046099,-257.32111765193599204046099,2015,Asia,China,,Chengshan
10/10/2021,840,Juice - Lagoon Mango,Electronics,Mischa Coom,629-700-3223,58,538.48,869.41,61.4563214975486554746694399,-61.4563214975486554746694399,2015,North America,South Korea,,Uijeongbu-si
5/24/2015,841,Wine - Balbach Riverside,Furniture,Orland McLeese,453-649-6710,31,405.78,769.75,89.6963872048893489082754202,-89.6963872048893489082754202,2019,Africa,Czech Republic,,Měcholupy
10/29/2016,842,Puree - Guava,Furniture,Emlyn Sherwyn,503-369-7984,61,835.32,462.95,-44.578125748216252454149308,44.578125748216252454149308,2023,Africa,Sweden,H,Oskarshamn
4/13/2024,843,Pastry - Chocolate Chip Muffin,cosmetics,Olly Latter,588-652-1476,97,205.25,516.36,151.5761266747868453105968331,-151.5761266747868453105968331,2019,Asia,Burkina Faso,,Pô
6/29/2016,844,Squid - U 5,Clothing,Susanne Kennler,389-952-1543,58,657.6,725.81,10.372566909975669099756691,-10.372566909975669099756691,2021,North America,Poland,,Odolanów
11/4/2016,845,Trueblue - Blueberry 12x473ml,Furniture,Trudie Aplin,715-630-3786,98,971.44,995.48,2.4746767685086057811084575,-2.4746767685086057811084575,2015,Europe,Philippines,,Buenavista
7/27/2022,846,Sobe - Liz Blizz,Clothing,Thayne Polly,860-385-9510,78,863.79,990.55,14.674863103300570740573519,-14.674863103300570740573519,2014,Africa,China,,Binjiang
11/11/2019,847,Pate Pans Yellow,Furniture,Lory Bellas,696-870-2274,7,470.68,355.01,-24.57508285884252570748704,24.57508285884252570748704,2018,Europe,Thailand,,Prachuap Khiri Khan
6/11/2019,848,Peas Snow,Furniture,Zandra Balsellie,579-475-8279,68,778.64,653.61,-16.0574848453714168293434707,16.0574848453714168293434707,2022,North America,Honduras,,El Tablón
2/29/2020,849,Energy Drink,Grocery,Stanley Do Rosario,269-344-7585,49,89.66,399.19,345.2264108855677002007584208,-345.2264108855677002007584208,2019,Asia,China,,Bajingzi
4/30/2021,850,Icecream - Dstk Super Cone,Grocery,Thaddus Ramelet,295-151-2109,60,165.13,111.16,-32.6833403984739296311996609,32.6833403984739296311996609,2020,Asia,China,,Yunlong
9/29/2014,851,Towel Dispenser,Grocery,Addia Beaudry,870-204-7939,96,89.33,590.84,561.4127392813164670323519534,-561.4127392813164670323519534,2014,Europe,Nigeria,,Ogoja
12/3/2016,852,Spice - Peppercorn Melange,cosmetics,Sidney Bunton,642-888-6024,1,134.57,387.35,187.8427584156944341235044958,-187.8427584156944341235044958,2022,Asia,China,,Zhongying
10/20/2019,853,"Beans - Long, Chinese",Clothing,Gabey Argabrite,226-173-2377,78,156.23,73.7,-52.8259617231005568712795238,52.8259617231005568712795238,2014,Europe,China,,Leye
7/8/2021,854,Coffee Decaf Colombian,Electronics,Margi Capell,262-330-9956,30,779.07,675.22,-13.3299960208967101800865134,13.3299960208967101800865134,2018,Asia,Poland,,Ustrzyki Dolne
11/16/2017,855,Coffee - Almond Amaretto,Furniture,Ernst Dryburgh,651-330-2468,22,15.3,677.61,4328.8235294117647058823529412,-4328.8235294117647058823529412,2017,Asia,Namibia,,Omuthiya
2/6/2023,856,Container - Foam Dixie 12 Oz,cosmetics,Lizette Sydney,879-137-9586,54,779.89,578.62,-25.8074856710561745887240508,25.8074856710561745887240508,2020,Europe,China,,Yajin
11/19/2020,857,"Carrots - Mini, Stem On",Electronics,Dorris Trays,268-609-6113,17,991.69,505.26,-49.0506105738688501447024776,49.0506105738688501447024776,2016,Europe,China,,Sanli
2/18/2022,858,Beer - Paulaner Hefeweisse,Furniture,Antone Jowsey,631-857-0019,25,411.73,458.57,11.3763874383698054550312098,-11.3763874383698054550312098,2023,Africa,Croatia,,Nijemci
2/7/2020,859,Muffin - Mix - Creme Brule 15l,Clothing,Weber Jiggins,836-847-3098,13,446.63,240.25,-46.2082708282023151154199225,46.2082708282023151154199225,2015,Asia,Argentina,,La Francia
2/12/2016,860,Pork - Back Ribs,Clothing,Giles Yegorovnin,822-712-5398,50,205.5,553.58,169.3819951338199513381995134,-169.3819951338199513381995134,2016,North America,Tanzania,,Kwakoa
1/9/2022,861,Milk - Condensed,Electronics,Sutherlan Quye,799-235-8322,12,293.88,112.78,-61.6237920239553559275894923,61.6237920239553559275894923,2017,Asia,Indonesia,,Jepara
5/29/2018,862,Energy Drink,Clothing,Sheryl Sharpling,882-256-7659,36,273.4,106.14,-61.1777615215801024140453548,61.1777615215801024140453548,2021,Europe,Portugal,10,Bolhos
8/13/2021,863,"Salsify, Organic",Electronics,Obadiah Senner,748-814-2217,52,886.98,603.55,-31.9544972829150600915465963,31.9544972829150600915465963,2022,Africa,Portugal,03,Penelas
10/21/2019,864,Rice - Wild,cosmetics,Georgeanne Wimbridge,245-432-1123,89,491.02,772.14,57.2522504174982689096167162,-57.2522504174982689096167162,2016,Asia,Malaysia,SBH,Kota Kinabalu
1/31/2023,865,Vinegar - Raspberry,Clothing,Standford Ilyenko,459-859-3972,50,455.68,675.39,48.2158532303370786516853933,-48.2158532303370786516853933,2017,Asia,Thailand,,Sawankhalok
5/20/2021,866,Yams,cosmetics,Rochester Parley,186-624-0100,22,152.52,864.85,467.0403881458169420403881458,-467.0403881458169420403881458,2019,North America,Honduras,,Amapala
9/25/2016,867,Flavouring - Rum,cosmetics,Pepe McDonnell,790-106-4901,45,846.95,453.74,-46.4265895271267489226046402,46.4265895271267489226046402,2014,Africa,Indonesia,,Ciganaria
7/22/2016,868,Sesame Seed Black,Grocery,Orren Surman-Wells,492-937-6164,69,192.81,399.46,107.1780509309683107722628494,-107.1780509309683107722628494,2023,North America,Serbia,,Kruševac
11/25/2017,869,"Leeks - Baby, White",Clothing,Marylinda Lowder,258-621-9426,8,375.2,179.9,-52.0522388059701492537313433,52.0522388059701492537313433,2015,North America,Indonesia,,Doom
10/17/2018,870,"Beans - Black Bean, Dry",Grocery,Alessandro Pinner,350-997-0009,69,713.81,70.73,-90.091200739692635295106541,90.091200739692635295106541,2020,Africa,Poland,,Siemiatycze
1/3/2019,871,Gatorade - Lemon Lime,Electronics,Kile Tippings,354-942-8306,70,650.37,366.58,-43.6351615234405030982363885,43.6351615234405030982363885,2023,North America,Indonesia,,Poja Nae
10/8/2021,872,"Wine - Sherry Dry Sack, William",Furniture,Erv Hildred,936-385-8855,9,506.05,430.28,-14.9728287718604880940618516,14.9728287718604880940618516,2021,Europe,Indonesia,,Caringin Lor
1/8/2022,873,Syrup - Chocolate,Clothing,Vyky Wearing,878-165-8302,65,847.35,887.1,4.6910957691626836608249248,-4.6910957691626836608249248,2017,Asia,Panama,,Bella Vista
12/10/2018,874,"Oil - Food, Lacquer Spray",Grocery,Slade Seward,825-347-1534,2,342.61,22.32,-93.4853039899594290884679373,93.4853039899594290884679373,2023,North America,China,,Jixiang
3/29/2015,875,Wine - Crozes Hermitage E.,Clothing,Evangelina O'Sheerin,247-806-8423,92,23.26,435.45,1772.0980223559759243336199484,-1772.0980223559759243336199484,2022,Asia,Indonesia,,Bolengpulau
7/29/2015,876,Cranberries - Frozen,cosmetics,Bradford Gaythwaite,717-605-4565,27,394.2,689.29,74.8579401319127346524606799,-74.8579401319127346524606799,2021,North America,Poland,,Krzczonów
3/12/2019,877,Wine - Prosecco Valdobiaddene,Clothing,Frederich Galey,690-258-3019,81,241.63,217.63,-9.9325414890535115672722758,9.9325414890535115672722758,2016,Asia,Bulgaria,,Debelets
4/19/2015,878,"Juice - Grape, White",Grocery,Nikolaus Grogona,368-278-5784,37,880.88,992.81,12.7066115702479338842975207,-12.7066115702479338842975207,2020,Asia,Brazil,,Saquarema
9/20/2015,879,Chocolate - Sugar Free Semi Choc,Grocery,Shannen Tallyn,634-384-0117,70,410.01,798.3,94.7025682300431696787883222,-94.7025682300431696787883222,2021,Asia,Indonesia,,Cisoka
5/31/2016,880,Cheese - Parmigiano Reggiano,Clothing,Anissa Tesh,813-187-3895,64,763.95,306.14,-59.9266967733490411676156817,59.9266967733490411676156817,2015,Asia,Sweden,O,Ellös
2/20/2024,881,Sprouts - Peppercress,Electronics,Bobby Ilyinykh,344-719-0457,32,343.17,952.89,177.6728735029285776728735029,-177.6728735029285776728735029,2015,North America,Russia,,Novaya Usman’
7/31/2024,882,Soup - Campbellschix Stew,Clothing,Gianna Oxbrow,460-250-1269,94,798.31,417.94,-47.6469040848793075371722764,47.6469040848793075371722764,2016,Asia,Venezuela,,Los Dos Caminos
10/5/2022,883,Filo Dough,Clothing,Wrennie Demkowicz,700-757-8384,42,110.55,705.15,537.8561736770691994572591588,-537.8561736770691994572591588,2018,Asia,Portugal,42,Achadinha
7/29/2020,884,Pop Shoppe Cream Soda,Furniture,Bird Maciocia,769-429-4665,36,769.73,854.81,11.0532264560300365063074065,-11.0532264560300365063074065,2017,Africa,China,,Xinjiebu
8/11/2015,885,Chocolate Bar - Coffee Crisp,Furniture,Lauree Busek,367-483-0692,30,344.8,223.38,-35.2146171693735498839907193,35.2146171693735498839907193,2018,Africa,Mauritius,,Triolet
3/30/2016,886,Schnappes Peppermint - Walker,Electronics,Patience Holleworth,986-243-9722,33,324.27,570.49,75.9305517007432078206432911,-75.9305517007432078206432911,2022,Asia,China,,Zaoxi
8/25/2024,887,Red Pepper Paste,Clothing,Roddie Seary,386-637-4116,88,897.8,668.98,-25.4867453775896636221875696,25.4867453775896636221875696,2016,Europe,Palestinian Territory,,Bayt Dajan
5/11/2015,888,Food Colouring - Blue,Grocery,Atlanta Trott,981-187-6402,9,394.26,831.64,110.9369451630903464718713539,-110.9369451630903464718713539,2022,Europe,Philippines,,Sibucao
7/4/2022,889,Cattail Hearts,Grocery,Maurie Mandifield,629-657-8531,3,435.78,300.86,-30.9605764376520262517784203,30.9605764376520262517784203,2015,North America,Russia,,Demyansk
9/24/2017,890,"Soup - Knorr, French Onion",Furniture,Aleta Skacel,910-650-2436,40,507.7,839.62,65.3771912546779594248571991,-65.3771912546779594248571991,2018,Europe,Northern Mariana Islands,,San Jose Village
7/9/2020,891,Extract - Rum,cosmetics,Madge McKevin,100-620-9472,52,564.95,363.25,-35.7022745375696964333126825,35.7022745375696964333126825,2022,Asia,Thailand,,Sa Bot
5/13/2020,892,Cookie - Oatmeal,cosmetics,Manya Tassaker,273-107-7675,10,186.68,926.32,396.2074137561602742661238483,-396.2074137561602742661238483,2014,North America,Hungary,BU,Budapest
1/7/2015,893,Wine - Magnotta - Pinot Gris Sr,cosmetics,Esra Clarey,137-536-6093,25,25.82,307.16,1089.6204492641363284275755229,-1089.6204492641363284275755229,2017,North America,Indonesia,,Pangalangan
